Emittententicker,Name,ISIN
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,US9297401088
RMD,RESMED INC,US7611521078
KEYS,KEYSIGHT TECHNOLOGIES INC,US49338L1035
ARES,ARES MANAGEMENT CORP CLASS A,US03990B1017
HIG,HARTFORD INSURANCE GROUP INC,US4165151048
STT,STATE STREET CORP,US8574771031
MCHP,MICROCHIP TECHNOLOGY INC,US5950171042
PAYX,PAYCHEX INC,US7043261079
FISV,FISERV INC,US3377381088
EQT,EQT CORP,US26884L1098
VTR,VENTAS REIT INC,US92276F1003
SYY,SYSCO CORP,US8718291078
UAL,UNITED AIRLINES HOLDINGS INC,US9100471096
FIS,FIDELITY NATIONAL INFORMATION SERV,US31620M1062
XYZ,BLOCK INC CLASS A,US8522341036
CPRT,COPART INC,US2172041061
ED,CONSOLIDATED EDISON INC,US2091151041
OTIS,OTIS WORLDWIDE CORP,US68902V1070
GRMN,GARMIN LTD,CH0114405324
KMB,KIMBERLY CLARK CORP,US4943681035
ACGL,ARCH CAPITAL GROUP LTD,BMG0450A1053
XYL,XYLEM INC,US98419M1009
KVUE,KENVUE INC,US49177J1025
WEC,WEC ENERGY GROUP INC,US92939U1060
HPE,HEWLETT PACKARD ENTERPRISE,US42824C1099
PCG,PG&E CORP,US69331C1080
NRG,NRG ENERGY INC,US6293775085
TER,TERADYNE INC,US8807701029
EXPE,EXPEDIA GROUP INC,US30212P3038
SNDK,SANDISK CORP,US80004C2008
MTB,M&T BANK CORP,US55261F1049
FITB,FIFTH THIRD BANCORP,US3167731005
SYF,SYNCHRONY FINANCIAL,US87165B1035
HUM,HUMANA INC,US4448591028
WTW,WILLIS TOWERS WATSON PLC,IE00BDB6Q211
FANG,DIAMONDBACK ENERGY INC,US25278X1090
VRSK,VERISK ANALYTICS INC,US92345Y1064
OXY,OCCIDENTAL PETROLEUM CORP,US6745991058
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,US45841N1072
RJF,RAYMOND JAMES INC,US7547301090
VICI,VICI PPTYS INC,US9256521090
IR,INGERSOLL RAND INC,US45687V1061
ODFL,OLD DOMINION FREIGHT LINE INC,US6795801009
MTD,METTLER TOLEDO INC,US5926881054
CSGP,COSTAR GROUP INC,US22160N1090
CCL,CARNIVAL CORP,PA1436583006
TSCO,TRACTOR SUPPLY,US8923561067
EME,EMCOR GROUP INC,US29084Q1004
FSLR,FIRST SOLAR INC,US3364331070
ADM,ARCHER DANIELS MIDLAND,US0394831020
EXE,EXPAND ENERGY CORP,US1651677353
EXR,EXTRA SPACE STORAGE REIT INC,US30225T1025
HBAN,HUNTINGTON BANCSHARES INC,US4461501045
DG,DOLLAR GENERAL CORP,US2566771059
ULTA,ULTA BEAUTY INC,US90384S3031
DTE,DTE ENERGY,US2333311072
DOV,DOVER CORP,US2600031080
EFX,EQUIFAX INC,US2944291051
DXCM,DEXCOM INC,US2521311074
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,US11133T1034
HSY,HERSHEY FOODS,US4278661081
ATO,ATMOS ENERGY CORP,US0495601058
AEE,AMEREN CORP,US0236081024
EL,ESTEE LAUDER INC CLASS A,US5184391044
LEN,LENNAR A CORP CLASS A,US5260571048
NTRS,NORTHERN TRUST CORP,US6658591044
CBOE,CBOE GLOBAL MARKETS INC,US12503M1080
BIIB,BIOGEN INC,US09062X1037
STE,STERIS,IE00BFY8C754
IRM,IRON MOUNTAIN INC,US46284V1017
CINF,CINCINNATI FINANCIAL CORP,US1720621010
PHM,PULTEGROUP INC,US7458671010
CFG,CITIZENS FINANCIAL GROUP INC,US1746101054
AWK,AMERICAN WATER WORKS INC,US0304201033
OMC,OMNICOM GROUP INC,US6819191064
AVB,AVALONBAY COMMUNITIES REIT INC,US0534841012
ES,EVERSOURCE ENERGY,US30040W1080
JBL,JABIL INC,US4663131039
HAL,HALLIBURTON,US4062161017
PPL,PPL CORP,US69351T1060
GIS,GENERAL MILLS INC,US3703341046
CNP,CENTERPOINT ENERGY INC,US15189T1079
RF,REGIONS FINANCIAL CORP,US7591EP1005
DVN,DEVON ENERGY CORP,US25179M1036
LDOS,LEIDOS HOLDINGS INC,US5253271028
TPR,TAPESTRY INC,US8760301072
TDY,TELEDYNE TECHNOLOGIES INC,US8793601050
DLTR,DOLLAR TREE INC,US2567461080
VLTO,VERALTO CORP,US92338C1036
HPQ,HP INC,US40434L1052
NTAP,NETAPP INC,US64110D1046
HUBB,HUBBELL INC,US4435106079
STLD,STEEL DYNAMICS INC,US8581191009
WAT,WATERS CORP,US9418481035
WSM,WILLIAMS SONOMA INC,US9699041011
FE,FIRSTENERGY CORP,US3379321074
BRO,BROWN & BROWN INC,US1152361010
PPG,PPG INDUSTRIES INC,US6935061076
TROW,T ROWE PRICE GROUP INC,US74144T1088
ON,ON SEMICONDUCTOR CORP,US6821891057
K,KELLANOVA,US4878361082
EIX,EDISON INTERNATIONAL,US2810201077
CPAY,CORPAY INC,US2199481068
LH,LABCORP HOLDINGS INC,US5049221055
LYV,LIVE NATION ENTERTAINMENT INC,US5380341090
NVR,NVR INC,US62944T1051
STZ,CONSTELLATION BRANDS INC CLASS A,US21036P1084
PTC,PTC INC,US69370C1009
DRI,DARDEN RESTAURANTS INC,US2371941053
CMS,CMS ENERGY CORP,US1258961002
LUV,SOUTHWEST AIRLINES,US8447411088
PODD,INSULET CORP,US45784P1012
KHC,KRAFT HEINZ,US5007541064
CTRA,COTERRA ENERGY INC,US1270971039
IP,INTERNATIONAL PAPER,US4601461035
EQR,EQUITY RESIDENTIAL REIT,US29476L1070
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,US3021301094
LVS,LAS VEGAS SANDS CORP,US5178341070
CHD,CHURCH AND DWIGHT INC,US1713401024
VRSN,VERISIGN INC,US92343E1029
LULU,LULULEMON ATHLETICA INC,US5500211090
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,US78410G1040
WRB,WR BERKLEY CORP,US0844231029
DGX,QUEST DIAGNOSTICS INC,US74834L1008
CHTR,CHARTER COMMUNICATIONS INC CLASS A,US16119P1084
TRMB,TRIMBLE INC,US8962391004
TYL,TYLER TECHNOLOGIES INC,US9022521051
CDW,CDW CORP,US12514G1085
GPN,GLOBAL PAYMENTS INC,US37940X1028
NI,NISOURCE INC,US65473P1057
SW,SMURFIT WESTROCK PLC,IE00028FXN24
WST,WEST PHARMACEUTICAL SERVICES INC,US9553061055
KEY,KEYCORP,US4932671088
CHRW,CH ROBINSON WORLDWIDE INC,US12541W2098
AMCR,AMCOR PLC,JE00BJ1F3079
FTV,FORTIVE CORP,US34959J1088
ZBH,ZIMMER BIOMET HOLDINGS INC,US98956P1021
SNA,SNAP ON INC,US8330341012
PFG,PRINCIPAL FINANCIAL GROUP INC,US74251V1026
GPC,GENUINE PARTS,US3724601055
CNC,CENTENE CORP,US15135B1017
Q,QNITY ELECTRONICS INC,US74743L1008
PKG,PACKAGING CORP OF AMERICA,US6951561090
GDDY,GODADDY INC CLASS A,US3802371076
TTD,TRADE DESK INC CLASS A,US88339J1051
SMCI,SUPER MICRO COMPUTER INC,US86800U3023
IT,GARTNER INC,US3666511072
L,LOEWS CORP,US5404241086
DOW,DOW INC,US2605571031
ROL,ROLLINS INC,US7757111049
PNR,PENTAIR,IE00BLS09M33
APTV,APTIV PLC,JE00BTDN8H13
DD,DUPONT DE NEMOURS INC,US26614N1028
TPL,TEXAS PACIFIC LAND CORP,US88262P1021
EVRG,EVERGY INC,US30034W1062
HOLX,HOLOGIC INC,US4364401012
WY,WEYERHAEUSER REIT,US9621661043
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,US4595061015
LNT,ALLIANT ENERGY CORP,US0188021085
ESS,ESSEX PROPERTY TRUST REIT INC,US2971781057
TSN,TYSON FOODS INC CLASS A,US9024941034
J,JACOBS SOLUTIONS INC,US46982L1089
MKC,MCCORMICK & CO NON-VOTING INC,US5797802064
LII,LENNOX INTERNATIONAL INC,US5261071071
COO,COOPER INC,US2166485019
ALB,ALBEMARLE CORP,US0126531013
MAA,MID AMERICA APARTMENT COMMUNITIES,US59522J1034
INCY,INCYTE CORP,US45337C1027
JBHT,JB HUNT TRANSPORT SERVICES INC,US4456581077
TXT,TEXTRON INC,US8832031012
INVH,INVITATION HOMES INC,US46187W1071
FOXA,FOX CORP CLASS A,US35137L1052
DECK,DECKERS OUTDOOR CORP,US2435371073
GEN,GEN DIGITAL INC,US6687711084
FFIV,F5 INC,US3156161024
BBY,BEST BUY INC,US0865161014
RL,RALPH LAUREN CORP CLASS A,US7512121010
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,US9892071054
AVY,AVERY DENNISON CORP,US0536111091
ALLE,ALLEGION PLC,IE00BFRT3W74
KIM,KIMCO REALTY REIT CORP,US49446R1095
VTRS,VIATRIS INC,US92556V1061
JKHY,JACK HENRY AND ASSOCIATES INC,US4262811015
IEX,IDEX CORP,US45167R1041
MAS,MASCO CORP,US5745991068
EG,EVEREST GROUP LTD,BMG3223R1088
TKO,TKO GROUP HOLDINGS INC CLASS A,US87256C1018
DPZ,DOMINOS PIZZA INC,US25754A2015
BALL,BALL CORP,US0584981064
NDSN,NORDSON CORP,US6556631025
CLX,CLOROX,US1890541097
BG,BUNGE GLOBAL SA,CH1300646267
HII,HUNTINGTON INGALLS INDUSTRIES INC,US4464131063
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,US9139031002
CF,CF INDUSTRIES HOLDINGS INC,US1252691001
AKAM,AKAMAI TECHNOLOGIES INC,US00971T1016
IVZ,INVESCO LTD,BMG491BT1088
BLDR,BUILDERS FIRSTSOURCE INC,US12008R1077
SOLV,SOLVENTUM CORP,US83444M1018
RVTY,REVVITY INC,US7140461093
EPAM,EPAM SYSTEMS INC,US29414B1044
DOC,HEALTHPEAK PROPERTIES INC,US42250P1030
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,NL0009434992
AIZ,ASSURANT INC,US04621X1081
SWK,STANLEY BLACK & DECKER INC,US8545021011
HST,HOST HOTELS & RESORTS REIT INC,US44107P1049
ALGN,ALIGN TECHNOLOGY INC,US0162551016
REG,REGENCY CENTERS REIT CORP,US7588491032
CPT,CAMDEN PROPERTY TRUST REIT,US1331311027
DAY,DAYFORCE INC,US15677J1088
GL,GLOBE LIFE INC,US37959E1029
FDS,FACTSET RESEARCH SYSTEMS INC,US3030751057
HAS,HASBRO INC,US4180561072
SJM,JM SMUCKER,US8326964058
UDR,UDR REIT INC,US9026531049
WYNN,WYNN RESORTS LTD,US9831341071
SWKS,SKYWORKS SOLUTIONS INC,US83088M1027
PNW,PINNACLE WEST CORP,US7234841010
BXP,BXP INC,US1011211018
GNRC,GENERAC HOLDINGS INC,US3687361044
CRL,CHARLES RIVER LABORATORIES INTERNA,US1598641074
NWSA,NEWS CORP CLASS A,US65249B1098
AES,AES CORP,US00130H1059
MRNA,MODERNA INC,US60770K1079
TECH,BIO TECHNE CORP,US09073M1045
APA,APA CORP,US03743Q1085
FOX,FOX CORP CLASS B,US35137L2043
BAX,BAXTER INTERNATIONAL INC,US0718131099
MOH,MOLINA HEALTHCARE INC,US60855R1005
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,BMG667211046
LW,LAMB WESTON HOLDINGS INC,US5132721045
CAG,CONAGRA BRANDS INC,US2058871029
TAP,MOLSON COORS BREWING CLASS B,US60871R2094
MTCH,MATCH GROUP INC,US57667L1070
PAYC,PAYCOM SOFTWARE INC,US70432V1026
POOL,POOL CORP,US73278L1052
LKQ,LKQ CORP,US5018892084
HSIC,HENRY SCHEIN INC,US8064071025
SOLS,SOLSTICE ADVANCED MATERIALS INC,US83443Q1031
AOS,A O SMITH CORP,US8318652091
MGM,MGM RESORTS INTERNATIONAL,US5529531015
MOS,MOSAIC,US61945C1036
FRT,FEDERAL REALTY INVESTMENT TRUST RE,US3137451015
BEN,FRANKLIN RESOURCES INC,US3546131018
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,US0152711091
HRL,HORMEL FOODS CORP,US4404521001
ERIE,ERIE INDEMNITY CLASS A,US29530P1021
MHK,MOHAWK INDUSTRIES INC,US6081901042
CPB,CAMPBELL SOUP,US1344291091
BFB,BROWN FORMAN CORP CLASS B,US1156372096
PSKY,PARAMOUNT SKYDANCE CORP CLASS B,US69932A2042
DVA,DAVITA INC,US23918K1088
NWS,NEWS CORP CLASS B,US65249B2088
PHIN,PHINIA INC,US71880K1016
