Emittententicker,Name,ISIN
LHX,L3HARRIS TECHNOLOGIES INC,US5024311095
WDC,WESTERN DIGITAL CORP,US9581021055
D,DOMINION ENERGY INC,US25746U1097
KMI,KINDER MORGAN INC,US49456B1017
ZTS,ZOETIS INC CLASS A,US98978V1035
ROST,ROSS STORES INC,US7782961038
FTNT,FORTINET INC,US34959E1091
O,REALTY INCOME REIT CORP,US7561091049
URI,UNITED RENTALS INC,US9113631090
MNST,MONSTER BEVERAGE CORP,US61174X1090
PCAR,PACCAR INC,US6937181088
F,FORD MOTOR CO,US3453708600
DLR,DIGITAL REALTY TRUST REIT INC,US2538681030
ABNB,AIRBNB INC CLASS A,US0090661010
EW,EDWARDS LIFESCIENCES CORP,US28176E1082
CAH,CARDINAL HEALTH INC,US14149Y1082
WDAY,WORKDAY INC CLASS A,US98138H1014
ROP,ROPER TECHNOLOGIES INC,US7766961061
XEL,XCEL ENERGY INC,US98389B1008
NXPI,NXP SEMICONDUCTORS NV,NL0009538784
BKR,BAKER HUGHES CLASS A,US05722G1004
EXC,EXELON CORP,US30161N1019
FAST,FASTENAL,US3119001044
EA,ELECTRONIC ARTS INC,US2855121099
CBRE,CBRE GROUP INC CLASS A,US12504L1098
AME,AMETEK INC,US0311001004
CTVA,CORTEVA INC,US22052L1044
OKE,ONEOK INC,US6826801036
RSG,REPUBLIC SERVICES INC,US7607591002
MSCI,MSCI INC,US55354G1004
PSA,PUBLIC STORAGE REIT,US74460D1090
AIG,AMERICAN INTERNATIONAL GROUP INC,US0268747849
ETR,ENTERGY CORP,US29364G1031
MET,METLIFE INC,US59156R1086
AXON,AXON ENTERPRISE INC,US05464C1018
AMP,AMERIPRISE FINANCE INC,US03076C1062
CARR,CARRIER GLOBAL CORP,US14448C1045
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,US8740541094
FICO,FAIR ISAAC CORP,US3032501047
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,US7445731067
YUM,YUM BRANDS INC,US9884981013
ROK,ROCKWELL AUTOMATION INC,US7739031091
CMG,CHIPOTLE MEXICAN GRILL INC,US1696561059
MPWR,MONOLITHIC POWER SYSTEMS INC,US6098391054
KR,KROGER,US5010441013
A,AGILENT TECHNOLOGIES INC,US00846U1016
TGT,TARGET CORP,US87612E1064
GWW,WW GRAINGER INC,US3848021040
CCI,CROWN CASTLE INC,US22822V1017
NDAQ,NASDAQ INC,US6311031081
DHI,D R HORTON INC,US23331A1097
HIG,HARTFORD INSURANCE GROUP INC,US4165151048
EBAY,EBAY INC,US2786421030
ED,CONSOLIDATED EDISON INC,US2091151041
KDP,KEURIG DR PEPPER INC,US49271V1008
VMC,VULCAN MATERIALS,US9291601097
DAL,DELTA AIR LINES INC,US2473617023
DELL,DELL TECHNOLOGIES INC CLASS C,US24703L2025
IQV,IQVIA HOLDINGS INC,US46266C1053
EQT,EQT CORP,US26884L1098
CPRT,COPART INC,US2172041061
TRGP,TARGA RESOURCES CORP,US87612G1013
SYY,SYSCO CORP,US8718291078
VTR,VENTAS REIT INC,US92276F1003
PRU,PRUDENTIAL FINANCIAL INC,US7443201022
RMD,RESMED INC,US7611521078
WEC,WEC ENERGY GROUP INC,US92939U1060
MLM,MARTIN MARIETTA MATERIALS INC,US5732841060
PCG,PG&E CORP,US69331C1080
PAYX,PAYCHEX INC,US7043261079
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,US1924461023
OTIS,OTIS WORLDWIDE CORP,US68902V1070
KMB,KIMBERLY CLARK CORP,US4943681035
ACGL,ARCH CAPITAL GROUP LTD,BMG0450A1053
XYL,XYLEM INC,US98419M1009
NUE,NUCOR CORP,US6703461052
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,US9297401088
FISV,FISERV INC,US3377381088
FIS,FIDELITY NATIONAL INFORMATION SERV,US31620M1062
GEHC,GE HEALTHCARE TECHNOLOGIES INC,US36266G1076
NRG,NRG ENERGY INC,US6293775085
STT,STATE STREET CORP,US8574771031
XYZ,BLOCK INC CLASS A,US8522341036
KVUE,KENVUE INC,US49177J1025
VICI,VICI PPTYS INC,US9256521090
WTW,WILLIS TOWERS WATSON PLC,IE00BDB6Q211
VRSK,VERISK ANALYTICS INC,US92345Y1064
GRMN,GARMIN LTD,CH0114405324
OXY,OCCIDENTAL PETROLEUM CORP,US6745991058
KEYS,KEYSIGHT TECHNOLOGIES INC,US49338L1035
UAL,UNITED AIRLINES HOLDINGS INC,US9100471096
ADM,ARCHER DANIELS MIDLAND,US0394831020
MTD,METTLER TOLEDO INC,US5926881054
DTE,DTE ENERGY,US2333311072
TSCO,TRACTOR SUPPLY,US8923561067
MTB,M&T BANK CORP,US55261F1049
EXPE,EXPEDIA GROUP INC,US30212P3038
AEE,AMEREN CORP,US0236081024
HUM,HUMANA INC,US4448591028
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,US45841N1072
CSGP,COSTAR GROUP INC,US22160N1090
FANG,DIAMONDBACK ENERGY INC,US25278X1090
CCL,CARNIVAL CORP,PA1436583006
EXE,EXPAND ENERGY CORP,US1651677353
EXR,EXTRA SPACE STORAGE REIT INC,US30225T1025
ATO,ATMOS ENERGY CORP,US0495601058
RJF,RAYMOND JAMES INC,US7547301090
ES,EVERSOURCE ENERGY,US30040W1080
EME,EMCOR GROUP INC,US29084Q1004
HPE,HEWLETT PACKARD ENTERPRISE,US42824C1099
FITB,FIFTH THIRD BANCORP,US3167731005
MCHP,MICROCHIP TECHNOLOGY INC,US5950171042
HSY,HERSHEY FOODS,US4278661081
CBOE,CBOE GLOBAL MARKETS INC,US12503M1080
FSLR,FIRST SOLAR INC,US3364331070
PPL,PPL CORP,US69351T1060
IR,INGERSOLL RAND INC,US45687V1061
SYF,SYNCHRONY FINANCIAL,US87165B1035
IRM,IRON MOUNTAIN INC,US46284V1017
LEN,LENNAR A CORP CLASS A,US5260571048
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,US11133T1034
CNP,CENTERPOINT ENERGY INC,US15189T1079
TER,TERADYNE INC,US8807701029
GIS,GENERAL MILLS INC,US3703341046
STE,STERIS,IE00BFY8C754
AWK,AMERICAN WATER WORKS INC,US0304201033
EFX,EQUIFAX INC,US2944291051
AVB,AVALONBAY COMMUNITIES REIT INC,US0534841012
CINF,CINCINNATI FINANCIAL CORP,US1720621010
DOV,DOVER CORP,US2600031080
BIIB,BIOGEN INC,US09062X1037
LDOS,LEIDOS HOLDINGS INC,US5253271028
ODFL,OLD DOMINION FREIGHT LINE INC,US6795801009
HBAN,HUNTINGTON BANCSHARES INC,US4461501045
VLTO,VERALTO CORP,US92338C1036
FE,FIRSTENERGY CORP,US3379321074
NTRS,NORTHERN TRUST CORP,US6658591044
DXCM,DEXCOM INC,US2521311074
TDY,TELEDYNE TECHNOLOGIES INC,US8793601050
PODD,INSULET CORP,US45784P1012
BRO,BROWN & BROWN INC,US1152361010
WRB,WR BERKLEY CORP,US0844231029
ULTA,ULTA BEAUTY INC,US90384S3031
HAL,HALLIBURTON,US4062161017
DVN,DEVON ENERGY CORP,US25179M1036
EIX,EDISON INTERNATIONAL,US2810201077
DG,DOLLAR GENERAL CORP,US2566771059
PHM,PULTEGROUP INC,US7458671010
K,KELLANOVA,US4878361082
WAT,WATERS CORP,US9418481035
CMS,CMS ENERGY CORP,US1258961002
WSM,WILLIAMS SONOMA INC,US9699041011
HUBB,HUBBELL INC,US4435106079
CFG,CITIZENS FINANCIAL GROUP INC,US1746101054
EL,ESTEE LAUDER INC CLASS A,US5184391044
RF,REGIONS FINANCIAL CORP,US7591EP1005
LH,LABCORP HOLDINGS INC,US5049221055
JBL,JABIL INC,US4663131039
PPG,PPG INDUSTRIES INC,US6935061076
STLD,STEEL DYNAMICS INC,US8581191009
TPR,TAPESTRY INC,US8760301072
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,US78410G1040
NTAP,NETAPP INC,US64110D1046
KHC,KRAFT HEINZ,US5007541064
HPQ,HP INC,US40434L1052
TROW,T ROWE PRICE GROUP INC,US74144T1088
VRSN,VERISIGN INC,US92343E1029
PTC,PTC INC,US69370C1009
DGX,QUEST DIAGNOSTICS INC,US74834L1008
LYV,LIVE NATION ENTERTAINMENT INC,US5380341090
CHD,CHURCH AND DWIGHT INC,US1713401024
NI,NISOURCE INC,US65473P1057
NVR,NVR INC,US62944T1051
TYL,TYLER TECHNOLOGIES INC,US9022521051
DRI,DARDEN RESTAURANTS INC,US2371941053
EQR,EQUITY RESIDENTIAL REIT,US29476L1070
CTRA,COTERRA ENERGY INC,US1270971039
LVS,LAS VEGAS SANDS CORP,US5178341070
DLTR,DOLLAR TREE INC,US2567461080
IP,INTERNATIONAL PAPER,US4601461035
CPAY,CORPAY INC,US2199481068
AMCR,AMCOR PLC,JE00BJ1F3079
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,US3021301094
WST,WEST PHARMACEUTICAL SERVICES INC,US9553061055
STZ,CONSTELLATION BRANDS INC CLASS A,US21036P1084
CHTR,CHARTER COMMUNICATIONS INC CLASS A,US16119P1084
ON,ON SEMICONDUCTOR CORP,US6821891057
CDW,CDW CORP,US12514G1085
TTD,TRADE DESK INC CLASS A,US88339J1051
J,JACOBS SOLUTIONS INC,US46982L1089
TRMB,TRIMBLE INC,US8962391004
CHRW,CH ROBINSON WORLDWIDE INC,US12541W2098
LULU,LULULEMON ATHLETICA INC,US5500211090
L,LOEWS CORP,US5404241086
ZBH,ZIMMER BIOMET HOLDINGS INC,US98956P1021
EVRG,EVERGY INC,US30034W1062
SW,SMURFIT WESTROCK PLC,IE00028FXN24
GPC,GENUINE PARTS,US3724601055
TPL,TEXAS PACIFIC LAND CORP,US88262P1021
SMCI,SUPER MICRO COMPUTER INC,US86800U3023
GPN,GLOBAL PAYMENTS INC,US37940X1028
PKG,PACKAGING CORP OF AMERICA,US6951561090
LNT,ALLIANT ENERGY CORP,US0188021085
SNA,SNAP ON INC,US8330341012
GDDY,GODADDY INC CLASS A,US3802371076
CNC,CENTENE CORP,US15135B1017
ROL,ROLLINS INC,US7757111049
FTV,FORTIVE CORP,US34959J1088
IT,GARTNER INC,US3666511072
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,US4595061015
LUV,SOUTHWEST AIRLINES,US8447411088
PNR,PENTAIR,IE00BLS09M33
PFG,PRINCIPAL FINANCIAL GROUP INC,US74251V1026
HOLX,HOLOGIC INC,US4364401012
APTV,APTIV PLC,JE00BTDN8H13
INCY,INCYTE CORP,US45337C1027
Q,QNITY ELECTRONICS INC,US74743L1008
MKC,MCCORMICK & CO NON-VOTING INC,US5797802064
ESS,ESSEX PROPERTY TRUST REIT INC,US2971781057
DD,DUPONT DE NEMOURS INC,US26614N1028
KEY,KEYCORP,US4932671088
INVH,INVITATION HOMES INC,US46187W1071
WY,WEYERHAEUSER REIT,US9621661043
DOW,DOW INC,US2605571031
MAA,MID AMERICA APARTMENT COMMUNITIES,US59522J1034
TSN,TYSON FOODS INC CLASS A,US9024941034
LII,LENNOX INTERNATIONAL INC,US5261071071
BBY,BEST BUY INC,US0865161014
OMC,OMNICOM GROUP INC,US6819191064
COO,COOPER INC,US2166485019
GEN,GEN DIGITAL INC,US6687711084
TXT,TEXTRON INC,US8832031012
ALB,ALBEMARLE CORP,US0126531013
ALLE,ALLEGION PLC,IE00BFRT3W74
KIM,KIMCO REALTY REIT CORP,US49446R1095
FOXA,FOX CORP CLASS A,US35137L1052
EG,EVEREST GROUP LTD,BMG3223R1088
BG,BUNGE GLOBAL SA,CH1300646267
CF,CF INDUSTRIES HOLDINGS INC,US1252691001
AVY,AVERY DENNISON CORP,US0536111091
FFIV,F5 INC,US3156161024
RL,RALPH LAUREN CORP CLASS A,US7512121010
BALL,BALL CORP,US0584981064
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,US9139031002
DPZ,DOMINOS PIZZA INC,US25754A2015
AKAM,AKAMAI TECHNOLOGIES INC,US00971T1016
DOC,HEALTHPEAK PROPERTIES INC,US42250P1030
VTRS,VIATRIS INC,US92556V1061
DECK,DECKERS OUTDOOR CORP,US2435371073
NDSN,NORDSON CORP,US6556631025
TKO,TKO GROUP HOLDINGS INC CLASS A,US87256C1018
JBHT,JB HUNT TRANSPORT SERVICES INC,US4456581077
MAS,MASCO CORP,US5745991068
CLX,CLOROX,US1890541097
IEX,IDEX CORP,US45167R1041
HII,HUNTINGTON INGALLS INDUSTRIES INC,US4464131063
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,US9892071054
JKHY,JACK HENRY AND ASSOCIATES INC,US4262811015
AIZ,ASSURANT INC,US04621X1081
REG,REGENCY CENTERS REIT CORP,US7588491032
SOLV,SOLVENTUM CORP,US83444M1018
SJM,JM SMUCKER,US8326964058
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,NL0009434992
HST,HOST HOTELS & RESORTS REIT INC,US44107P1049
DAY,DAYFORCE INC,US15677J1088
BLDR,BUILDERS FIRSTSOURCE INC,US12008R1077
CPT,CAMDEN PROPERTY TRUST REIT,US1331311027
RVTY,REVVITY INC,US7140461093
PNW,PINNACLE WEST CORP,US7234841010
GL,GLOBE LIFE INC,US37959E1029
UDR,UDR REIT INC,US9026531049
FDS,FACTSET RESEARCH SYSTEMS INC,US3030751057
IVZ,INVESCO LTD,BMG491BT1088
WYNN,WYNN RESORTS LTD,US9831341071
EPAM,EPAM SYSTEMS INC,US29414B1044
BXP,BXP INC,US1011211018
HAS,HASBRO INC,US4180561072
AES,AES CORP,US00130H1059
NWSA,NEWS CORP CLASS A,US65249B1098
SWK,STANLEY BLACK & DECKER INC,US8545021011
IPG,INTERPUBLIC GROUP OF COMPANIES INC,US4606901001
SWKS,SKYWORKS SOLUTIONS INC,US83088M1027
BAX,BAXTER INTERNATIONAL INC,US0718131099
TECH,BIO TECHNE CORP,US09073M1045
ALGN,ALIGN TECHNOLOGY INC,US0162551016
APA,APA CORP,US03743Q1085
FOX,FOX CORP CLASS B,US35137L2043
GNRC,GENERAC HOLDINGS INC,US3687361044
MRNA,MODERNA INC,US60770K1079
CAG,CONAGRA BRANDS INC,US2058871029
CRL,CHARLES RIVER LABORATORIES INTERNA,US1598641074
TAP,MOLSON COORS BREWING CLASS B,US60871R2094
LW,LAMB WESTON HOLDINGS INC,US5132721045
PAYC,PAYCOM SOFTWARE INC,US70432V1026
POOL,POOL CORP,US73278L1052
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,US0152711091
MOS,MOSAIC,US61945C1036
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,BMG667211046
MOH,MOLINA HEALTHCARE INC,US60855R1005
LKQ,LKQ CORP,US5018892084
MTCH,MATCH GROUP INC,US57667L1070
FRT,FEDERAL REALTY INVESTMENT TRUST RE,US3137451015
HSIC,HENRY SCHEIN INC,US8064071025
ERIE,ERIE INDEMNITY CLASS A,US29530P1021
AOS,A O SMITH CORP,US8318652091
BEN,FRANKLIN RESOURCES INC,US3546131018
SOLS,SOLSTICE ADVANCED MATERIALS INC,US83443Q1031
MGM,MGM RESORTS INTERNATIONAL,US5529531015
HRL,HORMEL FOODS CORP,US4404521001
CPB,CAMPBELL SOUP,US1344291091
MHK,MOHAWK INDUSTRIES INC,US6081901042
PSKY,PARAMOUNT SKYDANCE CORP CLASS B,US69932A2042
BFB,BROWN FORMAN CORP CLASS B,US1156372096
DVA,DAVITA INC,US23918K1088
NWS,NEWS CORP CLASS B,US65249B2088
PHIN,PHINIA INC,US71880K1016
